110700_rtk_rrg_Dialog_o_postuplenii.eaf	110700_rtk_rrg_Dialog_o_postuplenii	rrg, rtk	2011
110704_ngg_Detskij_sad.eaf	110704_ngg_Detskij_sad	ngg	2011
110704_rmm_Moi_deti.eaf	110704_rmm_Moi_deti	rmm	2011
110704_rza_Biografija.eaf	110704_rza_Biografija	rza	2011
110705_iaj_Semja.eaf	110705_iaj_Semja	iaj	2011
110710_aga_Uchjoba.eaf	110710_aga_Uchjoba	aga	2011
110715_bbm_Sibaj-kanton.eaf	110715_bbm_Sibaj-kanton	bbm	2011
110716_bbm_Ajsar-mulla.eaf	110716_bbm_Ajsar-mulla	bbm	2011
110716_bbm_Aslaj.eaf	110716_bbm_Aslaj	bbm	2011
110717_gaj_Dialog_o_muzhe.eaf	110717_gaj_Dialog_o_muzhe	gaj	2011
110717_rmm_Ekzamen.eaf	110717_rmm_Ekzamen	rmm	2011
110717_zmg_Nazvanija_gor.eaf	110717_zmg_Nazvanija_gor	zmg	2011
110720_zdn_Lenivye_synovja.eaf	110720_zdn_Lenivye_synovja	zdn	2011
110721_gaj_Istorija_Raxmetovo.eaf	110721_gaj_Istorija_Raxmetovo	gaj	2011
120704_rmm_Rozhdenie_vnuka.eaf	120704_rmm_Rozhdenie_vnuka	rmm	2012
120705_rmm_Prizyvanie_dozhdja.eaf	120705_rmm_Prizyvanie_dozhdja	rmm	2012
120711_gaj_Bashkirskij_jazyk.eaf	120711_gaj_Bashkirskij_jazyk	gaj	2012
120711_rrg_Istorija_kolxoza.eaf	120711_rrg_Istorija_kolxoza	rrg	2012
130700_gaj_Devushka_na_lune.eaf	130700_gaj_Devushka_na_lune	gaj	2013
130700_lsm_Dva_brata.eaf	130700_lsm_Dva_brata	lsm	2013
130700_rgj_Reka_Agzam.eaf	130700_rgj_Reka_Agzam	rgj	2013
130700_rgj_Odna_devochka.eaf	130700_rgj_Odna_devochka	rgj	2013
130700_rmm_Rajskie_jablochki.eaf	130700_rmm_Rajskie_jablochki	rmm	2013
130706_nfg_Moja_semja.eaf	130706_nfg_Moja_semja	nfg	2013
130715_bbm_Krazha.eaf	130715_bbm_Krazha	bbm	2013
130715_gaj_Novaja_shkola.eaf	130715_gaj_Novaja_shkola	gaj	2013
130719_rmm_Kak_gotovit_qaq.eaf	130719_rmm_Kak_gotovit_qaq	rmm	2013
140706_iim_Dedushka_u_vracha.eaf	140706_iim_Dedushka_u_vracha	iim	2014
140706_iim_Dialektnye_razlichija.eaf	140706_iim_Dialektnye_razlichija	iim	2014
140706_iim_Obman.eaf	140706_iim_Obman	iim	2014
140706_iim_Zheltye_botinki.eaf	140706_iim_Zheltye_botinki	iim	2014
140707_izg_Batyr.eaf	140707_izg_Batyr	izg	2014
140707_izg_Lenivyj_malchik.eaf	140707_izg_Lenivyj_malchik	izg	2014
140707_lba_Estafeta.eaf	140707_lba_Estafeta	lba	2014
140707_lba_Kolgotki.eaf	140707_lba_Kolgotki	lba	2014
140707_lba_Obshchezhitie.eaf	140707_lba_Obshchezhitie	lba	2014
140707_lba_Rabota_s_detmi.eaf	140707_lba_Rabota_s_detmi	lba	2014
140708_izg_Devochka_na_lune.eaf	140708_izg_Devochka_na_lune	izg	2014
140708_ksg_Rozhdenie_detey.eaf	140708_ksg_Rozhdenie_detey	ksg	2014
140708_rmm_Gazeta.eaf	140708_rmm_Gazeta	rmm	2014
140709_izg_Kolobok.eaf	140709_izg_Kolobok	izg	2014
140709_mjj_fmj_Zhizn.eaf	140709_mjj_fmj_Zhizn	fmj	2014
140709_mjj_fmj_Zhizn.eaf	140709_mjj_fmj_Zhizn	mjj	2014
140710_dhm_Kak_dobratsja_do_Ufy.eaf	140710_dhm_Kak_dobratsja_do_Ufy	dhm	2014
140710_fmj_Katyk.eaf	140710_fmj_Katyk	fmj	2014
140710_ggs_Raskulachivanie.eaf	140710_ggs_Raskulachivanie	ggs	2014
140712_rja_Pomolvka.eaf	140712_rja_Pomolvka	rja	2014
140715_lba_Otec-oxotnik.eaf	140715_lba_Otec-oxotnik	lba	2014
140715_lba_Razgovor_ob_oxote.eaf	140715_lba_Razgovor_ob_oxote	lba	2014
140716_gaj_Soljonoe_ozero.eaf	140716_gaj_Soljonoe_ozero	gaj	2014
